reviewId,text,text_clean,rating,sentiment,text_length,word_count,date
387216554,"Acudimos un grupo de amigas atraídas por las imágenes que se publican en su página sobre la terraza. Ni de lejos, lo que se ve. Parece como si las fotos fueran de otro local. Muy curte y decepcionante. Desde luego tienen un buen fotógrafo y me atrevería a decir que un buen retocador. la comida normal, tampoco puedo decir mucho más al respecto, lo que sí es cierto es que el personal es atento y bastante rápido. La relación calidad precio, adecuada. Pero todo esto es empañado, resalto, por la ""mentira"" de su terraza, ambiente y decoración. No pienso volver.",acudimos un grupo de amigas atraídas por las imágenes que se publican en su página sobre la terraza ni de lejos lo que se ve parece como si las fotos fueran de otro local muy curte y decepcionante desde luego tienen un buen fotógrafo y me atrevería a decir que un buen retocador la comida normal tampoco puedo decir mucho más al respecto lo que sí es cierto es que el personal es atento y bastante rápido la relación calidad precio adecuada pero todo esto es empañado resalto por la mentira de su terraza ambiente y decoración no pienso volver,20,negative,561,100,2016-06-28
353178145,"Cobran mucho por una calidad pésima, una pena que en el barrio queden restaurantes que intentes aprovecharse al máximo de los consumidores, te cobran hasta el cubierto.",cobran mucho por una calidad pésima una pena que en el barrio queden restaurantes que intentes aprovecharse al máximo de los consumidores te cobran hasta el cubierto,10,negative,168,27,2016-03-05
620077122,"La comida malísima y cara para lo que dan. Pedí un filete de pollo y era transparente y encima mal sabor. Así paso con la carne que pidio mi marido y unos amigos.
No lo recomiendo para nada. Empezó muy bien al ser un restaurante familiar y esta decayendo con mucha velocidad.",la comida malísima y cara para lo que dan pedí un filete de pollo y era transparente y encima mal sabor así paso con la carne que pidio mi marido y unos amigos no lo recomiendo para nada empezó muy bien al ser un restaurante familiar y esta decayendo con mucha velocidad,10,negative,275,52,2018-09-27
508358399,"Haciendo honor a su nombre un lunes. Básicamente no tenían nada de lo que pedíamos y, entre risas, se excusaban en que no les había llegado el pedido. Unos impertinentes. Había estado antes y nunca me había pasado, pero es para no volver.",haciendo honor a su nombre un lunes básicamente no tenían nada de lo que pedíamos y entre risas se excusaban en que no les había llegado el pedido unos impertinentes había estado antes y nunca me había pasado pero es para no volver,10,negative,238,43,2017-08-03
553961716,"Fuimos porque nos habian hablado de los huevos fritos trufados y ya con este plato nos decepcionamos. No se podia apreciar practicamente la trufa.
Pedimos una racion de chipirones que resultó estar salada.
Pedimos tambien venado con manzana, que resulto ser un plato bastante escaso y sin guarnicion.
El lomo de ciervo que pedimos estaba aceptable. Y al final pedimos tres manitas de cerdo que a 27 euros nos resultaron a un precio excesivo para lo que nos sirvieron.",fuimos porque nos habian hablado de los huevos fritos trufados y ya con este plato nos decepcionamos no se podia apreciar practicamente la trufa pedimos una racion de chipirones que resultó estar salada pedimos tambien venado con manzana que resulto ser un plato bastante escaso y sin guarnicion el lomo de ciervo que pedimos estaba aceptable y al final pedimos tres manitas de cerdo que a 27 euros nos resultaron a un precio excesivo para lo que nos sirvieron,20,negative,467,79,2018-01-15
236043410,"Lo siento pero los camareros y sobretodo el que actuó en una serie hace años, es soberbio y mal educado. Habiendo tantos bares no volveré. El precio es escandalosamente caro.",lo siento pero los camareros y sobretodo el que actuó en una serie hace años es soberbio y mal educado habiendo tantos bares no volveré el precio es escandalosamente caro,10,negative,174,30,2014-10-24
891611646,Después de probar su tortilla terminamos con una salmonela y no son capaces ni de pedir perdón ni de indemnizar por los daños causados y te remiten a su aseguradora que no hace más que marear para no indemnizar.,después de probar su tortilla terminamos con una salmonela y no son capaces ni de pedir perdón ni de indemnizar por los daños causados y te remiten a su aseguradora que no hace más que marear para no indemnizar,10,negative,211,39,2023-05-23
780592396,"¡Qué decepción! Hoy 5 enero hemos recogido un roscón de 1 kg que habíamos encargado con antelación y cuando hemos abierto la caja en casa estaba muy hundido por dos partes y abierto, no había subido uniformemente. Una muy mala presentación. No lo podíamos esperar de Pan Delirio, nos lo entregaron en caja cerrada y al abrirlo con nuestros amigos fue una desagradable sorpresa.",¡qué decepción hoy 5 enero hemos recogido un roscón de 1 kg que habíamos encargado con antelación y cuando hemos abierto la caja en casa estaba muy hundido por dos partes y abierto no había subido uniformemente una muy mala presentación no lo podíamos esperar de pan delirio nos lo entregaron en caja cerrada y al abrirlo con nuestros amigos fue una desagradable sorpresa,20,negative,377,64,2021-01-05
747234340,"Fuimos al restaurante con un menú preestablecido.
Como no era de carta, nos pusieron en una mesa con una columna en un lateral que nos hacía sentir muy incómodos al no caber y al lado de un frigorífico con carne que se abría todo el tiempo. Les solicitamos un cambio de mesa, pues estaba el salón medio vacío, (4 veces), nos dijeron todas las veces que se lo decían al jefe y nunca tuvimos respuesta. Nos empezaron a traer la comida sin más.
Tenían las típicas frascas de agua filtrada, y como la carne es copiosa, pedimos.

Cuando pedimos la cuenta, nuestra sorpresa fue cuando nos cobraban las frascas. Reclamamos, pues es agua del grifo, y en principio nos dijo que era mineral, y luego, al tener la descripción en la botella, corrigió y dijo que era por el servicio... 8 euros!!
No nos lo quito. Tuvimos que pagarlo.
Es una pena, porque el restaurante es muy bonito, pero son muy clasistas. Si vas a carta, te tratan bien y si llevar un menú cerrado, horrible y hacen estas cosas.
Eso dice muy poco de ellos.
Son unos cutres.",fuimos al restaurante con un menú preestablecido como no era de carta nos pusieron en una mesa con una columna en un lateral que nos hacía sentir muy incómodos al no caber y al lado de un frigorífico con carne que se abría todo el tiempo les solicitamos un cambio de mesa pues estaba el salón medio vacío 4 veces nos dijeron todas las veces que se lo decían al jefe y nunca tuvimos respuesta nos empezaron a traer la comida sin más tenían las típicas frascas de agua filtrada y como la carne es copiosa pedimos cuando pedimos la cuenta nuestra sorpresa fue cuando nos cobraban las frascas reclamamos pues es agua del grifo y en principio nos dijo que era mineral y luego al tener la descripción en la botella corrigió y dijo que era por el servicio 8 euros no nos lo quito tuvimos que pagarlo es una pena porque el restaurante es muy bonito pero son muy clasistas si vas a carta te tratan bien y si llevar un menú cerrado horrible y hacen estas cosas eso dice muy poco de ellos son unos cutres,10,negative,1029,189,2020-02-23
464841961,"Local bonito y bien decorado, pero la comida es cara y ponen poca cantidad. La calidad tampoco es buena. La tarta de zanahoria estaba dura y sabía a queso. Además, nos avisaron de que nos iba a echar a la hora de comer, a pesar de que el establecimiento estaba casi vacío.",local bonito y bien decorado pero la comida es cara y ponen poca cantidad la calidad tampoco es buena la tarta de zanahoria estaba dura y sabía a queso además nos avisaron de que nos iba a echar a la hora de comer a pesar de que el establecimiento estaba casi vacío,10,negative,272,52,2017-03-05
517108423,"Fuimos a este restaurante con nuestras hijas de 5 años y 8 meses. Pedimos menú del día, nada complicado... pues tardaron una hora de reloj en servirlo, y lo peor es que hasta para un vaso de agua eran mínimo 20 minutos e insistiendo, y creo que me quedo corta, cada bebida la pedimos un mínimo de cinco veces. Además pedimos un segundo para la niña con los primeros y lo sirvieron con los segundos casi, las cuatro de la tarde y la pobre sin comer (después de mucha insistencia trajeron pan, pero también fue un rato largo). Y no os creáis que tuvieron ningún detalle para compensar, se disculparon cuando fuimos a pagar a la barra hartos de que tampoco nos trajeran la cuenta y nos dijeron que seguro que cuando volviéramos nos atendían mejor. Como comprenderéis va a volver Rita... eso sí, la comida estaba buena, aunque en estas circunstancias no se disfruta.",fuimos a este restaurante con nuestras hijas de 5 años y 8 meses pedimos menú del día nada complicado pues tardaron una hora de reloj en servirlo y lo peor es que hasta para un vaso de agua eran mínimo 20 minutos e insistiendo y creo que me quedo corta cada bebida la pedimos un mínimo de cinco veces además pedimos un segundo para la niña con los primeros y lo sirvieron con los segundos casi las cuatro de la tarde y la pobre sin comer después de mucha insistencia trajeron pan pero también fue un rato largo y no os creáis que tuvieron ningún detalle para compensar se disculparon cuando fuimos a pagar a la barra hartos de que tampoco nos trajeran la cuenta y nos dijeron que seguro que cuando volviéramos nos atendían mejor como comprenderéis va a volver rita eso sí la comida estaba buena aunque en estas circunstancias no se disfruta,20,negative,862,155,2017-08-24
559576633,"Segunda vez y última. Carta extensísima, lo que ya hace pensar que no están especializados en nada.
Finalmente pedimos menú de fin de semana. Platos escasos, pero si al menos estuvieran ricos no importaría.
De segundo piso un escalope para darle algo a los niños y es un puñetero filete congelado peor que cualquiera q hayáis podido probar en un burguer. Que basura.

Denominación de origen dicen. Ni siquiera pueden comprar un simple filete de pollo y empanarlo.

Por suerte para ellos el restaurante lleno. Porque no cabe un alfiler en el centro comercial. Una vergüenza cada plato q han traído",segunda vez y última carta extensísima lo que ya hace pensar que no están especializados en nada finalmente pedimos menú de fin de semana platos escasos pero si al menos estuvieran ricos no importaría de segundo piso un escalope para darle algo a los niños y es un puñetero filete congelado peor que cualquiera q hayáis podido probar en un burguer que basura denominación de origen dicen ni siquiera pueden comprar un simple filete de pollo y empanarlo por suerte para ellos el restaurante lleno porque no cabe un alfiler en el centro comercial una vergüenza cada plato q han traído,10,negative,596,101,2018-02-10
126016629,"Menú del día venido a menos. La carta, mejor ni mirar.
Es el típico sitio al que vas y crees que es guay hasta que a la tercera le ves el recalentado, la salsa natera y las guarniciones con pinta reciclada",menú del día venido a menos la carta mejor ni mirar es el típico sitio al que vas y crees que es guay hasta que a la tercera le ves el recalentado la salsa natera y las guarniciones con pinta reciclada,10,negative,205,41,2012-03-12
632244024,La comida muy mal no tiene nada de sabor ademas precios muy alto.todos los camareros son groseros y mal educados.no volveremos nunca...,la comida muy mal no tiene nada de sabor ademas precios muy alto todos los camareros son groseros y mal educados no volveremos nunca,10,negative,135,22,2018-11-09
121347439,"La comida no merece la pena para nada. El precio es carísimo. 4 personas , 247€ y eso sin primeros platos y con una botella de vino de la casa.
La carne normalita y con poco sabor. Desde luego hemos estado en sitios de carne mucho mejores. Tiene el mismo nivel que La Vaca Argentina pero el doble de precio y muy por debajo en calidad de asadores como El Frontón , Oxs y muchos otros de gran nivel.
Una persona tomó bacalao y estaba incluso mal cocinado.
Eso si, los panes variados de todo tipo y bastante buenos, pero no íbamos a una panadería sino a un restaurante.
No merece la pena ir a este sitio. Hay decenas mucho mejores, aunque el servicio es bueno.",la comida no merece la pena para nada el precio es carísimo 4 personas 247€ y eso sin primeros platos y con una botella de vino de la casa la carne normalita y con poco sabor desde luego hemos estado en sitios de carne mucho mejores tiene el mismo nivel que la vaca argentina pero el doble de precio y muy por debajo en calidad de asadores como el frontón oxs y muchos otros de gran nivel una persona tomó bacalao y estaba incluso mal cocinado eso si los panes variados de todo tipo y bastante buenos pero no íbamos a una panadería sino a un restaurante no merece la pena ir a este sitio hay decenas mucho mejores aunque el servicio es bueno,10,negative,658,126,2011-12-03
146486914,"Fuimos con bastante ilusión,imposible tener mesa para un sabado por la noche sin reserva,1º hecho insolito lo conseguimos (se pidió el día anterior).
La comida bueno? el ambiente supermega pijo (lo esperabamos), las camareras un desastre, no pueden servir adecuadamente por lo apretaditos que estabamos; olvidaron uno de los segundos platos (concretamente un PEZ MANTEQUILLA) y cuando se reclama (diez minutos despues de traer al resto de los comensales que eramos 10) la encargada de mesa nos contesta (segundo hecho insolito): ""se cayó encima de un cliente y lo sentimos por el pobre cliente"". Pensamos que es mentira pues en ese restaurante con tanto megapijo si le manchan el traje...... lo hubieramos oido todos.
Al llegar la cuenta lo habian incluido (tercer hecho insolito).Espero que al cliente no se lo cobraran tambien (ja,ja,ja)
Por lo demas bien pues en el fondo no esperabamos mas y estabamos dispuestos a pasarlo bien y poder comentarlo. La decoración bien pero sobran muchas mesas.",fuimos con bastante ilusión imposible tener mesa para un sabado por la noche sin reserva 1º hecho insolito lo conseguimos se pidió el día anterior la comida bueno el ambiente supermega pijo lo esperabamos las camareras un desastre no pueden servir adecuadamente por lo apretaditos que estabamos olvidaron uno de los segundos platos concretamente un pez mantequilla y cuando se reclama diez minutos despues de traer al resto de los comensales que eramos 10 la encargada de mesa nos contesta segundo hecho insolito se cayó encima de un cliente y lo sentimos por el pobre cliente pensamos que es mentira pues en ese restaurante con tanto megapijo si le manchan el traje lo hubieramos oido todos al llegar la cuenta lo habian incluido tercer hecho insolito espero que al cliente no se lo cobraran tambien ja ja ja por lo demas bien pues en el fondo no esperabamos mas y estabamos dispuestos a pasarlo bien y poder comentarlo la decoración bien pero sobran muchas mesas,20,negative,996,160,2012-11-30
741020411,"Fuimos con amigos , para niños está bien por el parque de bolas ,la comida en general bastante regular , la fundi de queso la carnes estaba muy pasada y super pocoteada no nos gustó , en salada de quinoa sin más y tortilla de cecina sin más ,croquetas aceptables,menú de niños puré bien , albóndigas muy picantes no las camieron sin más no nos gustó",fuimos con amigos para niños está bien por el parque de bolas la comida en general bastante regular la fundi de queso la carnes estaba muy pasada y super pocoteada no nos gustó en salada de quinoa sin más y tortilla de cecina sin más croquetas aceptables menú de niños puré bien albóndigas muy picantes no las camieron sin más no nos gustó,10,negative,349,66,2020-01-24
441347304,"Fuimos una tarde de domingo y después de esperar media hora por mesa nos sentamos en un lugar incómodo y pequeño. A pesar de ser un local de tartas , no quedaba la que queríamos y nos tuvimos que conformar con otra, excesivamente cara para su tamaño. Pedimos unos cafés y nos los sirvieron fríos. Por último, como tardaban tanto en venir a cobrar fuimos a la barra y la camarera, con malos modos, se atrevió a preguntar cuanto me tenía que devolver porque no entendía lo que le estaba entregando (24,50€ y la cuenta eran 14,50€). En fin, lamentable.",fuimos una tarde de domingo y después de esperar media hora por mesa nos sentamos en un lugar incómodo y pequeño a pesar de ser un local de tartas no quedaba la que queríamos y nos tuvimos que conformar con otra excesivamente cara para su tamaño pedimos unos cafés y nos los sirvieron fríos por último como tardaban tanto en venir a cobrar fuimos a la barra y la camarera con malos modos se atrevió a preguntar cuanto me tenía que devolver porque no entendía lo que le estaba entregando 24 50€ y la cuenta eran 14 50€ en fin lamentable,20,negative,549,100,2016-12-01
379305193,"Un restaurante lleno hasta arriba atendido por una sola persona, chapo por la camarera, y una vergüenza por los dueños o quienes gestionan este lugar, no vuelvo y espero que nadie quiera ir a hacerse servir a un establecimiento donde se lleva al limite a su personal. Si no puedes permitirte no explotar a tus camareras cierra el restaurante y compra acciones en el Mcdonals",un restaurante lleno hasta arriba atendido por una sola persona chapo por la camarera y una vergüenza por los dueños o quienes gestionan este lugar no vuelvo y espero que nadie quiera ir a hacerse servir a un establecimiento donde se lleva al limite a su personal si no puedes permitirte no explotar a tus camareras cierra el restaurante y compra acciones en el mcdonals,10,negative,374,65,2016-06-03
351833303,"Tuve que reservar a traves de un buscador porque no me cogian el telefono. Cuando llegamos nos dijeron que no podiamos comer de menu porque esas reservas eran para carta. Les di mi razon, que no cogian el telefono y me dijeron ""Pues asegurate que cancelas esa reserva que sino nos pasan la comision"". Al ir a pagar nos vuelven a recordarlo. Les entregamos el ticket del parking, ya que en su pagina web hasta hace 30 segundos que he vuelto a comprobarlo, pone parking gratis, me dice el encargado, que para menus del dia no hay parking gratis. Le digo que esta en su pagina web y se encoge de hombres. Nos han hecho sentir como ciudadanos de seguna por ir a comer un menu del dia. Por cierto iba con una bloguera que estaba haciendo reportajes para su blog.",tuve que reservar a traves de un buscador porque no me cogian el telefono cuando llegamos nos dijeron que no podiamos comer de menu porque esas reservas eran para carta les di mi razon que no cogian el telefono y me dijeron pues asegurate que cancelas esa reserva que sino nos pasan la comision al ir a pagar nos vuelven a recordarlo les entregamos el ticket del parking ya que en su pagina web hasta hace 30 segundos que he vuelto a comprobarlo pone parking gratis me dice el encargado que para menus del dia no hay parking gratis le digo que esta en su pagina web y se encoge de hombres nos han hecho sentir como ciudadanos de seguna por ir a comer un menu del dia por cierto iba con una bloguera que estaba haciendo reportajes para su blog,20,negative,757,141,2016-02-29
194777017,"Acudimos al Lateral de Castellana sin muchas expectativas, para cumplir el expediente de una comida de trabajo entre semana.
Los pinchos y raciones no tienen nada de especial.
El servicio más bien desagradable. No nos dejaron escoger la mesa que queríamos a pesar de estar libre y no tener reservas. No están nada pendientes de tus necesidades.
En la terraza exterior, que está cubierta, se puede fumar y el olor es bastante desagradable.
Las tapas llegaron más bien frías.
En definitiva existen mejor opciones en los restaurantes de alrededor y, como no se pongan las pilas, no tiene mucho recorrido...",acudimos al lateral de castellana sin muchas expectativas para cumplir el expediente de una comida de trabajo entre semana los pinchos y raciones no tienen nada de especial el servicio más bien desagradable no nos dejaron escoger la mesa que queríamos a pesar de estar libre y no tener reservas no están nada pendientes de tus necesidades en la terraza exterior que está cubierta se puede fumar y el olor es bastante desagradable las tapas llegaron más bien frías en definitiva existen mejor opciones en los restaurantes de alrededor y como no se pongan las pilas no tiene mucho recorrido,20,negative,603,100,2014-02-20
455591892,"Primero el camarero te toma por idiota cuando pides un poco de tomate para el pan. La comida es cutre. El pan mollete más gomoso de la ciudad y las peores patatas fritas de mi vida. Están hervidas y harinosas. Dan asco. Sobretodo a 6,25 euros",primero el camarero te toma por idiota cuando pides un poco de tomate para el pan la comida es cutre el pan mollete más gomoso de la ciudad y las peores patatas fritas de mi vida están hervidas y harinosas dan asco sobretodo a 6 25 euros,10,negative,242,46,2017-01-29
556487760,"Me parece primero inhumano y después antihigienico mantener SIN PUERTA la tienda de Fuencarral esquina a la plaza de Quevedo entrando el viento frio de la calle directamente con polvo y hojas y dando al mostrador situado en la entrada, donde dos chicas con uniforme ligero cortan y cobran los fiambres. ES INHUMANO QUE CON ESTE FRIO NO HAYA UNA PUERTA Y LOS MOSTRADORES ALEJADOS DE LA ENTRADA. LAS CHICAS MORADAS TEXTUALMENTE DE FRIO (lo veo como profesional de la medicina ). Además esto hace que haya polvo sobre los jamones a 20 centimetros de la calle y recibiendo el humo directo de los coches. ANTIHIGIENICO Y SOBRE TODO INHUMANO.",me parece primero inhumano y después antihigienico mantener sin puerta la tienda de fuencarral esquina a la plaza de quevedo entrando el viento frio de la calle directamente con polvo y hojas y dando al mostrador situado en la entrada donde dos chicas con uniforme ligero cortan y cobran los fiambres es inhumano que con este frio no haya una puerta y los mostradores alejados de la entrada las chicas moradas textualmente de frio lo veo como profesional de la medicina además esto hace que haya polvo sobre los jamones a 20 centimetros de la calle y recibiendo el humo directo de los coches antihigienico y sobre todo inhumano,10,negative,636,110,2018-01-26
475467884,"Pedimos fritura de pescado. Llegó una mezcla de gambas, chopitos, anillas de calamar y algún pescado blanco. Todo seco y con más harina que pescado. Malísimo. Súpergrasiento. El aceite estaba negro y sabía a carne y a cualquier otra cosa, se notaba que llevaba varios días. Íbamos tres amigos y lo único que hicimos juntos fue comernos ese pescado: por la noche nos pusimos malos los tres con vómitos y diarrea. Nos sentamos ahí porque estaba llena la Hamburguesería Vientos, que está al lado y siempre se come bien. No recomiendo este restaurante por razones de salud pública.",pedimos fritura de pescado llegó una mezcla de gambas chopitos anillas de calamar y algún pescado blanco todo seco y con más harina que pescado malísimo súpergrasiento el aceite estaba negro y sabía a carne y a cualquier otra cosa se notaba que llevaba varios días íbamos tres amigos y lo único que hicimos juntos fue comernos ese pescado por la noche nos pusimos malos los tres con vómitos y diarrea nos sentamos ahí porque estaba llena la hamburguesería vientos que está al lado y siempre se come bien no recomiendo este restaurante por razones de salud pública,10,negative,577,98,2017-04-14
659614483,"Este tipo de restaurante esta para captar a foráneos (yo no lo soy pero será la última vez que voy). Pagar 3€ por una cerveza mas 15% al estar en terraza y sin poner ni pincho ni patatas ni nada, me parece una tomadura de pelo.",este tipo de restaurante esta para captar a foráneos yo no lo soy pero será la última vez que voy pagar 3€ por una cerveza mas 15 al estar en terraza y sin poner ni pincho ni patatas ni nada me parece una tomadura de pelo,20,negative,227,46,2019-03-19
205158342,"Un grupo de amigos fuimos al de la Plaza Jacinto Benavente. El servicio es lamentable y los precios son un atraco, por no hablar del tamaño de los bocadillos vendidos como ""superflautas"" de jamón ibérico (según pone en la carta). El jamón era como una suela de zapato, del barato y en oferta. En otro de los bocadillos faltaba la mitad del pan de la parte de arriba....Las jarras medianas de cerveza (hay pequeña, mediana y grande) cuestan 6 €, y la grande 10 €!!. Hay que estar detrás de los camareros para que te atiendan. En resumen, un engaño a los clientes. Lo malo es que muchos turistas extranjeros también pican, así que la imagen que se llevan de España ya sabemos cuál es.",un grupo de amigos fuimos al de la plaza jacinto benavente el servicio es lamentable y los precios son un atraco por no hablar del tamaño de los bocadillos vendidos como superflautas de jamón ibérico según pone en la carta el jamón era como una suela de zapato del barato y en oferta en otro de los bocadillos faltaba la mitad del pan de la parte de arriba las jarras medianas de cerveza hay pequeña mediana y grande cuestan 6 € y la grande 10 € hay que estar detrás de los camareros para que te atiendan en resumen un engaño a los clientes lo malo es que muchos turistas extranjeros también pican así que la imagen que se llevan de españa ya sabemos cuál es,10,negative,682,125,2014-05-11
777233054,"Hemos ido al restaurante de Las Rozas Village, el trato ha sido nefasto, algunos camareros no dejaban de quejarse de su trabajo entre ellos delante nuestra.
Muy mal servicio, y además estaba todo bastante sucio...mesa, cubiertos... Todo lo que aparece en las redes es falso, cuando llegas se cae el mito.",hemos ido al restaurante de las rozas village el trato ha sido nefasto algunos camareros no dejaban de quejarse de su trabajo entre ellos delante nuestra muy mal servicio y además estaba todo bastante sucio mesa cubiertos todo lo que aparece en las redes es falso cuando llegas se cae el mito,10,negative,304,51,2020-11-15
353152725,"Tenía muchas ganas de conocer este sitio, del que había leído mucho y muy bueno precisamente en TripAdvisor. El local es agradable y amplio y el servicio ha sido muy correcto, nos han atendido con celeridad y se han mostrado muy educados, pero la comida no nos ha convencido. No soy experto en cocina brasileña, ni mucho menos, pero tengo la impresión de que, al ir a cenar a una hora temprana, nos han puesto la carne que no se ha consumido en la comida, pues no me explico que estuviera tan seca, especialmente los criollos, duros y desabridos. El bufé tampoco es nada del otro mundo, me hubiera llevado una mejor impresión si no hubiese decidido probar unas croquetas que, pese a su excelente aspecto, estaban completamente frías. El cubierto ha sido 30 euros por persona, desde mi punto de vista, bastante caro para lo que es. En fin, ya he leído por aquí a gente que se no explica la posición que ocupa en TripAdvisor. A mí me sucede lo mismo.",tenía muchas ganas de conocer este sitio del que había leído mucho y muy bueno precisamente en tripadvisor el local es agradable y amplio y el servicio ha sido muy correcto nos han atendido con celeridad y se han mostrado muy educados pero la comida no nos ha convencido no soy experto en cocina brasileña ni mucho menos pero tengo la impresión de que al ir a cenar a una hora temprana nos han puesto la carne que no se ha consumido en la comida pues no me explico que estuviera tan seca especialmente los criollos duros y desabridos el bufé tampoco es nada del otro mundo me hubiera llevado una mejor impresión si no hubiese decidido probar unas croquetas que pese a su excelente aspecto estaban completamente frías el cubierto ha sido 30 euros por persona desde mi punto de vista bastante caro para lo que es en fin ya he leído por aquí a gente que se no explica la posición que ocupa en tripadvisor a mí me sucede lo mismo,20,negative,948,173,2016-03-05
889223957,"CRITICA CONSTRUCTIVA
He de decir que soy asidua al de Aviles en todas mis vacaciones y lo considero mi restaurante favorito. Así que aproveche mi viaje a Madrid para llevar amigos.
Decir que fue decepcionante es quedarse corto, servicio pésimo, porciones pequeñas, pan recalentado.. el Maitre no tomo comanda, no hubieron recomendaciones , ni se explicaron los platos, el Maitre paso por al lado de la mesa para decir ( que tal todo bien) sin mas ,aunque nos habíamos quejado ni se molesto que hablarnos ,la camarera no se enteraba pedimos cerveza de tirador trae botella, el te trae primero la taza sin plato y luego el resto, solo un chico se acercó para pedir disculpas. Realmente vergonzoso.. no es ni de lejos en concepto que yo conozco de este restaurante.. consejo para la propiedad mucho ojo, son los detalles los que marcan la diferencia y esa gente no cumple ningún estándar . Me sabe mal pero espero ayudar a que eso cambie.",critica constructiva he de decir que soy asidua al de aviles en todas mis vacaciones y lo considero mi restaurante favorito así que aproveche mi viaje a madrid para llevar amigos decir que fue decepcionante es quedarse corto servicio pésimo porciones pequeñas pan recalentado el maitre no tomo comanda no hubieron recomendaciones ni se explicaron los platos el maitre paso por al lado de la mesa para decir que tal todo bien sin mas aunque nos habíamos quejado ni se molesto que hablarnos la camarera no se enteraba pedimos cerveza de tirador trae botella el te trae primero la taza sin plato y luego el resto solo un chico se acercó para pedir disculpas realmente vergonzoso no es ni de lejos en concepto que yo conozco de este restaurante consejo para la propiedad mucho ojo son los detalles los que marcan la diferencia y esa gente no cumple ningún estándar me sabe mal pero espero ayudar a que eso cambie,10,negative,935,163,2023-05-06
549985704,"Es un lugar muy bonito y cuidado (obvio con toda la decoración que hay en Salvador Bachiller) pero con precios excesivos y productos que realmente no lo valen.
El açai bowl es mínimo, la hamburguesa vegetariana no sabe a nada, la ensalada César sí es buena.
No saben servir gin tonics! Te cobran 14€ por uno y lo recargan y echan sin cuidado. Imbebible!!!!
Los camareros no tienen ningún cuidado abriendo y cerrando la puerta de la terraza, dejándola abierta constantemente y estropeando la (CARA) experiencia.
Pagas un dineral y lo mínimo es pasar un rato agradable, no congelado y con un gin tonic que sabe a puro alcohol...
Sitio de postureo para quedar bien con alguien. FIN.
PD: la decoración cuidada pero hay varias plantas secas.",es un lugar muy bonito y cuidado obvio con toda la decoración que hay en salvador bachiller pero con precios excesivos y productos que realmente no lo valen el açai bowl es mínimo la hamburguesa vegetariana no sabe a nada la ensalada césar sí es buena no saben servir gin tonics te cobran 14€ por uno y lo recargan y echan sin cuidado imbebible los camareros no tienen ningún cuidado abriendo y cerrando la puerta de la terraza dejándola abierta constantemente y estropeando la cara experiencia pagas un dineral y lo mínimo es pasar un rato agradable no congelado y con un gin tonic que sabe a puro alcohol sitio de postureo para quedar bien con alguien fin pd la decoración cuidada pero hay varias plantas secas,20,negative,736,127,2017-12-29
315982144,"Habíamos estado en varias ocasiones y habíamos comido bien, nada del otro mundo pero correcto. Pero la última vez que fuimos la comida resultó un horror. Ningún plato estaba rico, el guacamole era de bote...muy mal. Y muy caro para la baja calidad de los productos. No hemos vuelto.",habíamos estado en varias ocasiones y habíamos comido bien nada del otro mundo pero correcto pero la última vez que fuimos la comida resultó un horror ningún plato estaba rico el guacamole era de bote muy mal y muy caro para la baja calidad de los productos no hemos vuelto,10,negative,282,49,2015-10-04
791458869,"Llevamos tiempo comprando embutido ahí y todo fenomenal,pero no volvemos.
Hemos ido a comprar embutido y el señor que nos atendió además de lento y de estar esperando 40minutos,le pedimos 200 gramos de jamón finito para nuestra hija y al llegar a casa 4lonchas gordisimas que solo sirven para hacer tacos.
Después de tantos años es una pena ,no volvemos.He de decir que no es el mismo que nos atiende siempre un profesional",llevamos tiempo comprando embutido ahí y todo fenomenal pero no volvemos hemos ido a comprar embutido y el señor que nos atendió además de lento y de estar esperando 40minutos le pedimos 200 gramos de jamón finito para nuestra hija y al llegar a casa 4lonchas gordisimas que solo sirven para hacer tacos después de tantos años es una pena no volvemos he de decir que no es el mismo que nos atiende siempre un profesional,10,negative,423,73,2021-06-06
546338774,"La calidad normal. Ninguna pega. El problema es que para la cocina que hacen (mayoría entrantes, tapas y platos fríos de rápida elaboración) los precios son desorbitados para las cantidades de cada plato. La decoración del lugar, insípida, tampoco acompaña demasiado.",la calidad normal ninguna pega el problema es que para la cocina que hacen mayoría entrantes tapas y platos fríos de rápida elaboración los precios son desorbitados para las cantidades de cada plato la decoración del lugar insípida tampoco acompaña demasiado,20,negative,267,41,2017-12-10
867313775,"Las mesas & sillas de la terraza exterior son incómodas, feas y de una categoría que no corresponde al resto del local.
Las sillas son más altas que la mesa con lo que la experiencia se transforma en algo bastante incómodo.
J5 es un sitio icónico de la zona y debería mantener el nivel..",las mesas sillas de la terraza exterior son incómodas feas y de una categoría que no corresponde al resto del local las sillas son más altas que la mesa con lo que la experiencia se transforma en algo bastante incómodo j5 es un sitio icónico de la zona y debería mantener el nivel,10,negative,287,54,2022-11-05
574873034,No sabemos como se come porque tras preguntar varias veces para cuando podríamos tener una mesa el camarero nos dijo que estaba solo para atender a todo el mundo y que estaba muy agobiado.,no sabemos como se come porque tras preguntar varias veces para cuando podríamos tener una mesa el camarero nos dijo que estaba solo para atender a todo el mundo y que estaba muy agobiado,20,negative,188,34,2018-04-22
